Platypus_ID,Latitude,Longitude,Nearest_Wetland,Distance
0,-34.283333,119.45,,
1,-38.15573,144.29395,,
2,-38.15016,144.30109,,
3,-38.082467,144.281096,,
4,-38.147793,144.311988,,
5,-38.150642,144.306635,,
6,-38.14503,144.31377,,
7,-38.150372,144.300866,,
8,-38.094629,144.276706,,
9,-38.55681,143.61861,,
10,-38.150467,144.30074,,
11,-37.811532,144.121353,,
12,-38.147194,144.310365,,
13,-38.1452,144.26754,,
14,-38.14564,144.26803,,
15,-38.148207,144.300494,,
16,-38.082568,144.280839,,
17,-38.075643,144.284744,,
18,-38.098347,144.281155,,
19,-38.144907,144.313862,,
20,-38.147127,144.312682,,
21,-38.148544,144.361348,,
22,-36.79015,145.1263,,
23,-37.94214,145.64186,,
24,-38.33355,142.62668,,
25,-37.16645,143.23424,,
26,-37.68127,145.53323,,
27,-37.59308,144.74214,,
29,-36.62374,147.53082,,
30,-37.1347,145.23989,,
31,-37.75833,149.28699,,
32,-38.00884,145.38524,,
33,-37.92276,145.32707,,
34,-37.39944,144.89481,,
35,-38.51087,146.66301,,
36,-36.64785,146.42329,,
37,-36.2068,147.12626,,
38,-37.3514,144.3518,,
39,-37.46453,145.17791,,
40,-38.02388,144.20636,,
41,-37.69706,145.49889,,
42,-37.79561,145.38559,,
43,-37.56962,144.74058,,
44,-37.17708,143.19626,,
45,-37.48431,144.58897,,
46,-37.50598,148.22173,,
47,-37.50281,146.95131,,
48,-37.77727,145.36328,,
49,-37.76822,145.36008,,
50,-37.91848,145.34309,,
51,-36.36417,145.37666,,
52,-37.69915,144.44993,,
53,-37.46363,145.17793,,
54,-38.66854,143.49291,,
55,-37.27341,147.8567,,
56,-37.01467,145.45544,,
57,-38.65083,146.29625,,
58,-37.42058,143.13782,,
59,-37.74928,145.17549,,
60,-37.27307,147.85594,,
61,-37.67437,144.37297,,
62,-38.48821,146.69375,,
63,-37.70906,144.9957,,
64,-38.11028,144.03247,,
65,-37.75417,145.84849,,
66,-37.25916,145.82901,,
67,-37.41652,145.69849,,
68,-37.80623,145.20576,,
69,-36.71726,146.65133,,
70,-37.76179,145.63381,,
71,-37.90762,144.6518,,
72,-37.47048,145.15515,,
73,-37.36669,144.00378,,
74,-38.3511,142.4947,,
75,-38.15364,144.32049,,
76,-37.86657,145.41046,,
77,-35.62349,144.12629,,
78,-37.79649,145.38444,,
79,-37.62353,141.7097,,
80,-36.81241,147.65769,,
81,-37.31407,145.46773,,
82,-37.29015,145.8763,,
83,-37.37119,144.00019,,
84,-37.36205,145.75401,,
85,-37.44818,148.21606,,
86,-37.38738,148.89351,,
87,-37.45679,148.2096,,
88,-38.12352,142.84302,,
89,-38.10011,144.05376,,
90,-37.95682,146.15964,,
91,-37.16873,143.25683,,
92,-38.53573,143.94704,,
93,-36.53654,147.37656,,
94,-37.68239,144.4389,,
95,-37.76383,145.18421,,
96,-37.70682,145.54298,,
97,-38.0788,145.77615,,
98,-37.34949,148.69484,,
99,-38.05406,145.82443,,
100,-36.32529,146.88028,,
101,-37.04832,146.73754,,
102,-36.76344,142.16085,,
103,-36.63063,145.74448,,
104,-37.61367,145.60707,,
106,-37.3126,145.286,,
107,-38.54534,143.9589,,
108,-37.79166,145.36069,,
109,-37.405,147.41194,,
110,-36.82154,146.4109,,
111,-37.37029,144.00015,,
113,-37.72915,145.21456,,
114,-35.92473,144.41679,,
115,-38.4246,146.5681,,
116,-36.74847,146.66794,,
118,-37.73818,142.04044,,
119,-37.69417,146.40333,,
120,-36.93447,146.41228,,
121,-37.5576,143.3901,,
122,-37.3735,143.95966,,
123,-37.6716,147.84849,,
124,-37.33904,149.43448,,
126,-37.1776,143.16812,,
127,-37.16254,143.2026,,
128,-38.07441,145.78762,,
129,-36.76728,147.66851,,
130,-37.84016,145.17632,,
131,-37.17337,145.29651,,
132,-37.87864,144.64477,,
133,-37.46868,145.1552,,
134,-38.59972,146.61194,,
135,-37.6945,144.81618,,
136,-37.64545,143.48198,,
137,-37.71198,145.2717,,
138,-37.82346,147.85961,,
139,-38.14669,147.08788,,
140,-37.797,145.00623,,
142,-37.7392,145.03238,,
143,-37.47234,145.1585,,
144,-37.79013,147.87627,,
145,-36.5189,145.4158,,
146,-37.41655,142.86451,,
147,-37.69825,144.82401,,
150,-37.1431,143.85945,,
151,-36.4527,148.0878,,
154,-37.00255,144.46875,,
155,-37.15923,143.28245,,
156,-38.55679,143.61871,,
157,-37.27958,149.2212,,
158,-36.04014,146.2096,,
159,-37.36083,147.83955,,
160,-37.79018,143.29301,,
161,-38.67352,143.57636,,
163,-37.64581,147.72505,,
164,-37.40598,143.14757,,
165,-38.3159,142.4817,,
166,-38.55699,143.39653,,
167,-37.39093,149.34271,,
168,-36.93712,146.40103,,
169,-36.98238,147.21255,,
170,-37.72349,145.10965,,
171,-37.1524,143.1067,,
172,-37.79015,145.70964,,
173,-37.3205,145.28453,,
174,-36.26053,144.24582,,
175,-35.95297,144.45252,,
176,-37.26051,145.87522,,
177,-37.91854,144.65714,,
178,-37.91509,145.35796,,
179,-38.4746,143.689,,
180,-37.95293,145.55547,,
181,-37.28682,143.15884,,
182,-37.70686,141.87636,,
183,-36.88011,145.62042,,
184,-37.68711,144.88001,,
185,-36.19012,147.72625,,
186,-37.16695,143.25565,,
187,-36.91581,147.33875,,
188,-38.45465,145.54406,,
190,-37.3834,145.46569,,
191,-37.47353,141.62636,,
193,-38.28852,143.96101,,
194,-38.36247,142.48426,,
195,-38.58628,146.35429,,
196,-37.51854,148.2638,,
197,-37.71194,144.44439,,
198,-37.66107,145.37542,,
199,-36.03388,146.17692,,
200,-37.70686,142.04303,,
204,-37.20678,148.82625,,
205,-37.23394,143.82907,,
206,-38.54894,143.95905,,
207,-37.59189,147.69847,,
208,-37.70079,148.56159,,
209,-38.01331,143.97718,,
210,-37.13024,143.19491,,
213,-37.47353,149.59374,,
215,-38.20385,146.16238,,
219,-37.73788,149.31887,,
220,-36.32692,146.92631,,
221,-36.73374,148.06469,,
222,-36.31616,146.83775,,
223,-37.13895,146.16906,,
224,-37.68711,145.36073,,
225,-37.57344,149.75957,,
226,-36.11638,147.834,,
227,-37.31932,144.364,,
228,-37.89501,144.65221,,
229,-36.59762,146.04032,,
230,-36.7326,145.98844,,
231,-37.74565,144.13264,,
232,-37.74924,145.17322,,
233,-36.9898,147.48044,,
234,-38.072,141.292,,
237,-37.89435,145.42324,,
238,-34.70683,143.12629,,
239,-37.76314,145.75526,,
241,-38.10653,144.06669,,
242,-37.822,145.3882,,
243,-36.35361,146.32937,,
244,-36.79019,142.04301,,
245,-37.70239,145.15325,,
246,-37.9142,144.65444,,
247,-36.79706,144.50462,,
248,-37.6946,148.7234,,
249,-38.58614,143.32772,,
250,-37.50623,148.85322,,
251,-38.04021,141.12638,,
252,-38.12354,141.20971,,
254,-37.69987,144.45029,,
255,-38.06024,145.81179,,
257,-37.26878,145.78837,,
258,-37.38179,148.35126,,
259,-36.4995,145.94997,,
263,-37.11002,144.1841,,
264,-38.69407,146.07739,,
265,-38.12347,147.04296,,
267,-36.36074,148.04175,,
268,-37.09919,144.42033,,
269,-37.76057,145.53166,,
270,-38.35151,142.49548,,
272,-37.79016,145.04298,,
274,-37.8934,144.65169,,
275,-37.73306,145.17589,,
276,-35.95682,144.3763,,
277,-36.9138,142.51071,,
278,-37.45679,148.12626,,
280,-37.11155,147.81276,,
281,-37.41821,149.35231,,
282,-38.45682,146.20965,,
283,-37.55963,148.95204,,
285,-37.52346,148.2596,,
286,-36.11444,147.83515,,
287,-37.74078,145.20861,,
288,-37.79016,144.79299,,
289,-37.79832,145.38667,,
290,-35.89014,145.65961,,
291,-37.6235,144.37632,,
292,-37.10049,147.58884,,
293,-37.22297,147.71695,,
294,-37.63433,149.49168,,
295,-37.20684,143.20967,,
296,-37.17365,143.1376,,
297,-37.17122,147.76353,,
298,-37.4027,146.0308,,
299,-37.20682,145.6263,,
300,-37.72484,149.26057,,
301,-37.24595,147.46712,,
302,-37.76516,145.10132,,
303,-37.73471,145.1089,,
304,-38.36326,142.49124,,
305,-37.79016,145.00965,,
306,-36.4337,148.085,,
307,-37.51057,147.84636,,
308,-37.26501,145.87515,,
309,-35.42397,143.72578,,
310,-38.07608,145.77505,,
311,-37.73361,145.21,,
314,-37.47481,148.92624,,
315,-36.02347,146.00961,,
317,-37.79346,145.36065,,
318,-38.41519,142.50137,,
319,-36.72387,145.64417,,
320,-36.38543,146.40418,,
323,-38.13558,144.23724,,
324,-37.56932,149.26955,,
325,-38.55655,143.61864,,
326,-37.29668,145.83773,,
327,-38.38783,142.77766,,
328,-37.75542,145.70692,,
329,-38.58012,146.58511,,
330,-38.57528,146.57194,,
331,-38.51148,146.30419,,
332,-36.71791,146.21798,,
333,-37.16588,145.54555,,
334,-36.85361,147.51854,,
335,-37.75683,145.07632,,
336,-37.3735,144.00966,,
338,-38.58301,146.25788,,
340,-37.35704,144.40225,,
341,-37.54878,148.79804,,
342,-36.97971,147.49446,,
343,-36.04014,145.95961,,
344,-37.05314,147.6027,,
345,-36.37347,146.29294,,
346,-38.65173,146.30021,,
347,-34.58184,142.7513,,
350,-37.67128,147.86911,,
351,-38.16779,146.41007,,
352,-37.55139,147.86859,,
353,-37.92366,145.32705,,
354,-36.73222,146.96791,,
355,-38.65185,143.49221,,
356,-36.35798,146.32748,,
357,-37.50557,148.85401,,
358,-36.12346,147.04293,,
359,-37.73028,146.98556,,
360,-36.1068,147.02626,,
361,-37.26102,143.14007,,
362,-37.25306,144.38015,,
363,-37.70258,148.71859,,
364,-37.85762,145.52265,,
365,-36.59994,145.76071,,
366,-37.76289,147.35394,,
367,-37.92389,145.55694,,
369,-38.32931,144.31005,,
370,-36.2568,147.12626,,
371,-36.75894,147.26623,,
372,-37.98309,145.59697,,
373,-38.24127,145.94317,,
374,-38.54711,143.96012,,
375,-37.22689,144.37782,,
376,-37.61842,149.47693,,
377,-37.13825,144.36147,,
378,-37.513,145.428,,
379,-38.70277,143.47841,,
380,-36.78418,144.51345,,
381,-36.54664,147.6275,,
382,-38.00145,145.37801,,
383,-37.70685,143.37634,,
384,-38.56888,145.60029,,
385,-37.44272,148.15778,,
386,-37.39144,148.21893,,
387,-37.4789,148.30909,,
390,-37.10855,147.57744,,
391,-37.74989,145.69646,,
392,-38.71641,143.64105,,
393,-38.54018,143.70968,,
394,-36.14684,145.80172,,
395,-36.04014,146.12627,,
396,-37.59018,143.40967,,
397,-37.79016,145.02632,,
399,-37.04015,145.79296,,
401,-38.59551,146.11191,,
402,-37.68,145.36769,,
403,-37.29088,143.78383,,
404,-37.7766,145.57652,,
405,-37.90681,146.25964,,
406,-37.83943,145.39027,,
408,-37.68705,144.17341,,
409,-37.95353,144.15423,,
410,-37.65683,144.27633,,
411,-37.924,145.55686,,
412,-36.76337,144.69195,,
413,-36.67346,147.14293,,
414,-37.09188,148.38698,,
415,-37.80292,145.39338,,
416,-36.08222,146.19989,,
417,-37.91414,145.35457,,
418,-37.43344,149.19829,,
420,-37.68569,145.52633,,
421,-37.4705,144.89954,,
423,-37.5735,144.74299,,
424,-36.97923,147.49655,,
425,-37.4168,145.69852,,
427,-37.16094,143.0922,,
428,-36.45685,142.043,,
429,-37.12624,146.21067,,
430,-36.5075,147.22133,,
431,-37.79548,145.37651,,
432,-37.67933,145.52192,,
433,-37.7278,142.98451,,
434,-37.17424,145.56561,,
435,-37.0911,142.38484,,
436,-35.99263,146.6209,,
438,-37.9849,145.38149,,
440,-38.42054,143.86905,,
442,-38.50807,146.23685,,
444,-36.28365,146.27492,,
445,-36.67911,146.87501,,
446,-36.58141,147.52159,,
449,-37.73527,145.14406,,
451,-36.77347,146.42628,,
452,-38.76808,143.66529,,
455,-37.548,144.74124,,
457,-38.01203,146.73756,,
458,-37.37697,144.6583,,
459,-38.56116,143.36807,,
460,-36.17789,148.02375,,
461,-36.59322,144.58968,,
462,-37.88661,145.31993,,
463,-37.8735,144.62633,,
464,-37.92233,145.49546,,
465,-38.692,143.3708,,
467,-37.89198,145.44831,,
468,-36.8735,143.87632,,
469,-37.26378,145.84021,,
470,-36.83724,146.02051,,
471,-37.81843,143.0966,,
472,-37.58184,143.418,,
473,-38.35533,142.66828,,
474,-37.40654,148.21424,,
475,-37.08592,147.45993,,
476,-36.59519,146.87837,,
477,-37.74016,145.20965,,
480,-38.11166,144.12021,,
481,-36.96914,145.42598,,
483,-37.26275,147.72718,,
484,-37.57041,146.25188,,
485,-36.04782,146.17804,,
486,-37.04849,145.16797,,
487,-37.05445,147.60169,,
488,-37.77726,145.36215,,
490,-37.77714,148.58022,,
491,-37.42346,148.34293,,
492,-37.16846,146.78258,,
493,-38.55347,143.96177,,
494,-38.476,146.3472,,
495,-36.42346,147.84292,,
496,-37.44134,148.15941,,
497,-37.92313,145.33599,,
498,-37.29441,145.83449,,
499,-37.17602,143.15568,,
500,-37.68961,149.49199,,
502,-37.88762,144.64334,,
503,-37.63377,149.16322,,
504,-37.37304,145.26371,,
505,-37.73831,145.16555,,
506,-37.76007,149.29045,,
507,-36.06562,146.19579,,
508,-37.12657,145.23895,,
509,-37.48842,145.86163,,
511,-37.74845,148.91792,,
512,-36.21004,147.20206,,
513,-37.25932,145.84592,,
514,-37.41685,148.43387,,
515,-36.49895,142.02027,,
516,-37.90854,144.65227,,
517,-37.28771,143.81142,,
518,-37.66481,144.77057,,
519,-38.17929,146.2713,,
520,-36.32786,144.70235,,
521,-37.70682,145.29298,,
522,-37.1072,147.01083,,
523,-37.62583,145.56831,,
526,-37.17948,143.16367,,
527,-37.61666,147.69839,,
528,-36.16535,144.83272,,
529,-37.63832,145.11134,,
535,-37.79231,148.52376,,
537,-37.04981,142.36947,,
538,-36.61832,145.30873,,
539,-37.53981,145.84835,,
541,-36.04776,146.7442,,
542,-36.16515,144.75129,,
543,-37.84539,145.33678,,
544,-37.7017,145.2928,,
545,-37.36544,145.5352,,
546,-36.21363,147.83287,,
548,-37.47347,146.99295,,
549,-37.3125,145.28683,,
550,-36.12348,145.04296,,
551,-37.32138,145.71127,,
552,-38.34081,142.48725,,
553,-38.04021,141.04305,,
555,-38.70254,143.47645,,
556,-37.67947,145.53326,,
557,-38.30449,142.8822,,
558,-37.3186,148.69583,,
562,-37.81973,144.10609,,
563,-37.48516,144.59151,,
566,-37.92201,145.33733,,
567,-37.73923,145.16666,,
570,-37.19014,146.35962,,
571,-37.4076,148.36193,,
572,-38.26738,146.92238,,
574,-37.69459,148.72332,,
575,-37.37244,145.54225,,
576,-37.65047,145.52023,,
577,-37.9012,145.28653,,
578,-37.16962,144.23679,,
580,-36.54621,145.93146,,
581,-36.93324,142.79741,,
582,-37.9916,143.03917,,
583,-36.04014,146.04294,,
584,-38.55641,143.61866,,
586,-37.57582,145.20691,,
587,-36.26922,144.27111,,
588,-38.24853,141.66804,,
590,-36.95679,148.29292,,
591,-36.85351,147.44939,,
592,-37.15324,146.08402,,
593,-38.3453,142.48849,,
594,-38.53422,143.55799,,
596,-37.68129,145.53436,,
597,-37.50679,148.2596,,
598,-37.62511,144.77876,,
599,-36.19447,147.72923,,
600,-36.77347,146.70961,,
601,-36.23892,147.6442,,
605,-37.55694,145.86399,,
607,-37.29268,145.83173,,
608,-36.7975,145.41309,,
609,-37.82015,144.5787,,
610,-37.7673,145.1861,,
611,-38.18007,144.29035,,
613,-37.5417,144.74143,,
615,-37.42618,145.70334,,
616,-37.57419,144.74384,,
617,-36.6169,146.80473,,
619,-37.75278,145.1175,,
621,-37.91754,144.65263,,
622,-37.70028,145.15401,,
623,-36.34014,146.25961,,
624,-37.12571,143.1959,,
625,-37.35289,149.31547,,
626,-37.2803,147.6345,,
627,-37.51,146.49583,,
628,-36.7376,147.16248,,
629,-37.19108,146.35397,,
630,-38.0092,146.918,,
632,-37.68039,144.42653,,
633,-36.36311,147.29608,,
635,-38.2629,144.6129,,
637,-38.00145,145.38373,,
638,-38.82095,146.13216,,
639,-37.8631,145.3704,,
640,-37.70683,145.10965,,
641,-37.76099,149.28935,,
642,-38.08838,145.83131,,
644,-37.6731,144.36446,,
645,-37.40429,148.89214,,
646,-37.25624,143.80059,,
647,-37.62349,145.54297,,
648,-38.39014,146.74297,,
649,-37.18449,143.18521,,
650,-37.60128,145.10548,,
654,-37.39111,147.42778,,
655,-37.78222,145.4631,,
657,-37.56297,147.96428,,
658,-35.95682,144.95962,,
659,-36.0818,146.5846,,
660,-36.14013,147.04293,,
661,-38.51242,143.73263,,
665,-36.93628,146.41227,,
668,-37.87371,145.35869,,
669,-37.78376,146.66793,,
672,-38.02063,141.10522,,
674,-37.74926,145.17435,,
675,-37.04016,145.1263,,
676,-37.717,145.0554,,
678,-37.72987,145.14419,,
680,-37.45684,143.70966,,
681,-37.16287,143.23301,,
682,-38.18165,144.36445,,
683,-36.963,146.01798,,
685,-38.25684,143.99301,,
688,-37.73619,145.14517,,
689,-37.40683,144.59298,,
690,-37.90156,145.35712,,
691,-36.79014,146.45961,,
693,-37.64454,145.10552,,
694,-37.74405,147.72487,,
695,-37.8985,144.12797,,
696,-37.63202,145.1115,,
697,-37.79016,144.95965,,
698,-36.82813,146.00941,,
699,-37.68117,144.0762,,
701,-36.87348,145.70963,,
703,-36.54751,145.97725,,
704,-37.78457,147.54894,,
705,-37.73236,143.97047,,
707,-37.8944,145.36069,,
708,-37.2986,146.73631,,
709,-37.90052,145.28436,,
710,-36.10833,146.96292,,
712,-37.50219,148.20334,,
713,-38.45686,142.62636,,
714,-38.47094,146.56525,,
716,-37.74256,145.20743,,
717,-37.77347,147.37628,,
718,-36.20682,145.25962,,
721,-36.99333,145.36197,,
722,-36.2568,147.24293,,
723,-36.99632,142.31794,,
725,-37.76028,145.50896,,
726,-36.42567,147.04755,,
727,-37.2867,143.77014,,
728,-37.50679,148.19293,,
729,-35.94015,144.97629,,
730,-37.7841,145.57642,,
731,-37.55918,146.23145,,
734,-36.56146,144.58679,,
736,-37.12567,145.23897,,
737,-37.88244,145.40871,,
738,-37.68003,145.57861,,
739,-37.74283,148.65099,,
742,-36.47346,147.2596,,
743,-37.75038,142.01814,,
744,-38.46819,146.38803,,
745,-35.95679,147.70958,,
746,-37.74849,144.91799,,
747,-38.55071,143.96027,,
748,-37.47225,145.15285,,
749,-38.38438,142.58843,,
750,-37.4735,144.72632,,
752,-37.68136,145.09778,,
753,-37.58317,144.74244,,
755,-37.42426,148.91745,,
756,-37.18296,143.17053,,
758,-35.87349,144.3763,,
759,-37.72434,148.48265,,
760,-36.99973,148.68198,,
761,-37.71855,145.11271,,
762,-37.20682,145.70963,,
763,-36.73633,146.49986,,
764,-37.62638,149.16397,,
765,-37.71389,143.88243,,
766,-36.75062,147.01776,,
767,-37.7473,145.73005,,
768,-37.09416,144.20271,,
769,-37.35079,144.4081,,
770,-36.54013,147.37626,,
771,-37.86538,145.41363,,
772,-37.27564,144.26224,,
773,-37.95682,145.45965,,
775,-36.31471,147.81723,,
776,-37.07023,143.85446,,
777,-38.57317,143.46168,,
778,-37.91069,145.30232,,
779,-37.73251,145.1986,,
780,-37.74944,146.99167,,
781,-37.75283,145.11748,,
783,-37.18371,144.38198,,
784,-37.66673,145.08455,,
785,-37.43382,143.91003,,
786,-37.73366,145.10465,,
788,-37.98757,145.64445,,
789,-38.37484,142.71197,,
790,-38.20681,146.54297,,
791,-37.75203,148.33896,,
796,-36.9541,143.73446,,
799,-37.91514,146.75129,,
800,-38.10011,144.06294,,
801,-37.495,145.37611,,
803,-38.14014,147.17629,,
804,-37.91529,145.30904,,
805,-36.622,145.48031,,
807,-38.66634,143.86146,,
808,-36.77678,147.28093,,
810,-38.72778,143.51231,,
811,-37.70682,145.70964,,
814,-37.24039,145.75602,,
815,-37.68781,143.34959,,
819,-37.80201,145.39227,,
822,-36.72513,146.96514,,
823,-36.37348,145.37629,,
826,-37.53895,144.73925,,
827,-38.01014,146.88102,,
828,-38.51886,143.39311,,
831,-36.54014,145.95962,,
832,-36.75311,146.22435,,
834,-37.77054,145.61094,,
835,-37.70443,144.8321,,
837,-37.90057,145.28777,,
838,-34.60684,142.75963,,
839,-38.54018,143.97635,,
841,-37.73828,145.16328,,
843,-37.27847,142.91048,,
845,-37.31063,145.07783,,
846,-38.0402,141.29304,,
847,-37.05311,147.60309,,
849,-37.89988,143.9374,,
850,-38.53666,143.94593,,
851,-37.81206,145.507,,
853,-37.3735,143.97633,,
854,-36.6129,145.30773,,
855,-37.42359,145.70069,,
856,-38.69791,143.37202,,
859,-37.71866,145.23637,,
860,-37.64814,145.10543,,
861,-37.04655,143.81756,,
862,-37.47384,149.59345,,
863,-37.97481,145.38173,,
865,-36.72065,146.22355,,
866,-38.63554,146.30099,,
867,-38.02275,145.75999,,
868,-37.20681,146.52629,,
870,-37.6235,144.70965,,
872,-37.57142,145.21381,,
873,-37.79379,145.3845,,
875,-36.67094,146.07858,,
877,-36.81865,147.81471,,
878,-37.73367,142.04038,,
881,-38.53434,143.558,,
882,-36.29019,141.95967,,
883,-37.29465,145.83475,,
884,-37.68838,149.49236,,
885,-36.79849,145.18463,,
886,-37.73592,145.73757,,
887,-37.0168,145.44901,,
888,-37.71389,148.45295,,
889,-36.39015,145.40962,,
890,-37.25813,147.6551,,
891,-38.54722,143.96056,,
892,-36.58537,145.29944,,
896,-37.57146,145.4731,,
897,-37.262,145.84581,,
898,-38.06607,145.73787,,
899,-39.04015,146.29299,,
901,-38.37348,146.54297,,
903,-37.69638,147.6475,,
905,-38.74994,143.52088,,
906,-35.99846,147.08459,,
907,-37.84043,145.53634,,
911,-37.57347,147.37628,,
912,-37.84613,145.32539,,
913,-37.7196,145.23862,,
914,-37.90979,145.30234,,
915,-37.29015,146.12629,,
916,-37.92205,145.34074,,
919,-37.27761,145.97197,,
920,-37.7518,144.1087,,
921,-36.8261,146.97814,,
922,-38.5925,143.3235,,
923,-36.0068,146.39293,,
924,-37.86118,144.13252,,
925,-38.37353,142.54303,,
926,-37.81969,144.58189,,
928,-38.346,142.489,,
929,-37.29532,149.21274,,
931,-37.39161,145.70609,,
932,-37.47778,144.01405,,
933,-37.41184,144.00763,,
934,-37.2629,145.84248,,
936,-38.5253,146.41105,,
937,-38.33186,142.5847,,
938,-36.25523,145.32104,,
939,-38.74018,143.42636,,
940,-37.40032,144.89366,,
942,-37.79013,147.45961,,
943,-37.40088,148.44202,,
944,-37.82141,145.49637,,
946,-36.58522,147.0946,,
948,-37.88301,145.32001,,
949,-37.9247,141.43534,,
950,-36.64327,145.48827,,
951,-37.68744,145.52176,,
952,-36.70372,146.85236,,
954,-37.7037,145.28833,,
956,-38.54799,146.68628,,
957,-37.11199,147.57841,,
958,-37.46747,144.67809,,
959,-37.69529,145.36509,,
960,-36.65886,141.97762,,
962,-37.075,148.47948,,
963,-37.67329,144.36351,,
965,-37.26856,147.88633,,
966,-38.01193,144.18655,,
967,-37.37274,146.0294,,
968,-38.15129,145.92967,,
974,-37.58184,143.83467,,
975,-36.90691,145.64598,,
977,-37.79112,145.03137,,
978,-37.49472,146.4825,,
982,-37.91155,145.49795,,
983,-37.87349,145.45965,,
984,-37.49881,148.17787,,
985,-37.72913,142.07064,,
989,-37.47027,149.17181,,
990,-37.68057,144.42087,,
991,-37.16194,144.21681,,
992,-38.50948,143.90886,,
997,-37.67623,145.49024,,
999,-37.48054,148.04065,,
1001,-38.05685,144.00063,,
1002,-37.90706,146.25562,,
1003,-37.73736,145.16216,,
1005,-38.11363,143.78059,,
1006,-38.20682,145.62632,,
1007,-37.64357,145.5453,,
1008,-37.19904,145.68345,,
1009,-37.7172,148.40309,,
1010,-38.5076,143.95506,,
1013,-37.60517,145.24019,,
1014,-37.99014,146.69296,,
1015,-36.55556,145.20843,,
1016,-36.77352,142.07634,,
1017,-37.6235,144.79299,,
1018,-37.66087,145.37534,,
1022,-37.88375,145.59831,,
1024,-38.6579,143.4271,,
1025,-37.3803,148.09708,,
1026,-38.52323,143.51116,,
1027,-37.25359,145.76916,,
1031,-36.40664,143.96883,,
1034,-36.47165,147.06097,,
1035,-37.68616,148.57716,,
1036,-38.17935,146.27226,,
1037,-36.72338,146.228,,
1038,-36.81022,145.06575,,
1039,-38.55879,143.76468,,
1042,-37.54012,148.94292,,
1044,-37.41368,145.96785,,
1047,-37.5985,144.75132,,
1049,-37.07563,147.6017,,
1050,-37.64646,141.41363,,
1051,-37.67044,145.09125,,
1053,-37.42399,143.71758,,
1054,-37.42102,143.13723,,
1055,-38.38508,143.77035,,
1057,-37.1793,145.25059,,
1058,-37.7288,145.14194,,
1059,-37.59011,149.72624,,
1060,-38.1488,144.30178,,
1061,-36.72533,146.96435,,
1062,-37.18814,143.18306,,
1063,-37.92048,145.3567,,
1065,-36.22682,147.3488,,
1066,-38.51869,143.51631,,
1069,-37.91514,147.30129,,
1070,-37.70999,145.25926,,
1073,-38.02306,146.33921,,
1075,-37.72132,145.76968,,
1076,-38.20686,142.4597,,
1080,-36.65823,146.69305,,
1081,-36.60384,145.97273,,
1083,-37.27879,144.40196,,
1086,-37.11297,146.23663,,
1087,-37.41379,148.21133,,
1088,-38.3564,142.4955,,
1089,-37.29378,145.83356,,
1090,-37.72806,145.14424,,
1092,-38.10684,144.05967,,
1093,-37.37346,147.84293,,
1094,-37.54445,145.21785,,
1095,-37.7713,145.57872,,
1096,-37.92281,145.33048,,
1097,-36.50685,142.00967,,
1099,-37.30813,144.38403,,
1103,-37.69799,145.36503,,
1104,-38.13306,144.23306,,
1105,-37.72477,145.10688,,
1106,-37.7981,145.38463,,
1107,-37.14362,146.13149,,
1108,-38.65685,143.34303,,
1109,-37.77,145.56554,,
1110,-38.55174,143.44078,,
1111,-37.79013,147.62628,,
1112,-37.432,148.55491,,
1113,-37.28181,145.9013,,
1114,-37.7658,146.17763,,
1117,-37.8639,144.13079,,
1118,-36.12545,144.77049,,
1119,-37.89901,145.30486,,
1123,-37.27236,143.73733,,
1124,-38.21515,146.5513,,
1125,-37.9045,145.249,,
1126,-37.1627,143.0945,,
1129,-38.51789,146.23551,,
1130,-37.6068,147.37628,,
1132,-37.58315,144.74131,,
1133,-37.41853,148.60302,,
1134,-38.47476,143.68915,,
1136,-37.06828,146.49787,,
1137,-37.32001,148.69594,,
1138,-37.9052,145.29676,,
1140,-37.19014,146.32629,,
1143,-38.3619,146.41018,,
1144,-37.24501,143.12834,,
1145,-37.51686,148.26581,,
1147,-37.6068,147.34295,,
1148,-36.42822,145.59396,,
1149,-37.12538,143.0642,,
1152,-36.65074,141.97864,,
1153,-38.7662,143.64272,,
1154,-38.5931,143.65429,,
1155,-36.44263,147.82973,,
1156,-37.15962,145.56563,,
1158,-37.16614,143.2027,,
1160,-37.8962,147.60776,,
1161,-37.37353,141.2097,,
1162,-37.46714,145.17219,,
1163,-36.72467,144.56848,,
1164,-37.73361,146.98472,,
1165,-37.57192,144.96583,,
1166,-36.58913,146.98748,,
1169,-37.76917,141.7887,,
1170,-38.04659,141.16839,,
1171,-37.48196,147.83217,,
1173,-37.84847,147.63461,,
1174,-37.84569,145.49247,,
1175,-37.51449,148.22686,,
1181,-37.74561,145.17104,,
1182,-37.61293,149.48077,,
1184,-37.09426,147.59028,,
1188,-36.52302,145.95971,,
1189,-37.67599,141.84089,,
1190,-37.42312,144.8094,,
1191,-36.73357,145.57386,,
1194,-36.58721,147.62783,,
1197,-37.70683,145.04298,,
1198,-36.7862,145.15026,,
1200,-37.49326,149.29359,,
1201,-37.8035,145.65576,,
1202,-37.14017,143.95966,,
1204,-37.88753,145.32104,,
1205,-36.27419,146.90939,,
1207,-36.87352,142.543,,
1210,-37.34017,144.15966,,
1211,-37.28475,145.96398,,
1213,-37.4323,143.70884,,
1216,-37.28899,143.54804,,
1217,-37.70682,145.25965,,
1222,-37.47069,145.16872,,
